Count,Name,Author,Block Unit,Color,Comments,Drawing Revision Number,EdgeStyleId,FaceStyleId,File Accessed,File Created,File Last Saved By,File Location,File Modified,File Name,File Size,Hyperlink,Hyperlink Base,ID,Keywords,Layer,Linetype,Linetype Scale,Lineweight,Plot Style,Position X,Position Y,Position Z,Rotation,Scale X,Scale Y,Scale Z,Subject,Title,Total Editing Time,Unit Factor,VisualStyleId,Dim Style,DynamicDimension,TextDefinedSize,Constant,Height,Invisible,Lock Position,Material,Obliquing,Preset,Prompt,Style,Tag,Value,Verify,Width Factor,Area,Center X,Center Y,Center Z,Circumference,Diameter,Radius,Thickness,Major Axis Vector X,Major Axis Vector Y,Major Axis Vector Z,Major Radius,Minor Axis Vector X,Minor Axis Vector Y,Minor Axis Vector Z,Minor Radius,Radius Ratio,Start Angle,Angle,Associative,BackgroundColor,Double,Origin X,Origin Y,Pattern Name,Scale,Spacing,Type,Contents,ContentsRTF,Position X1,Position Y1,Position Z1,ShowBorders,Width,Closed,Global Width,Length,NOMBRE_ESPECIE
1,Circle,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_TRUNK,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,ByLayer,,,,,,,,,0.0707,679879.9497,2748696.8443,0.0000,0.9425,0.3000,0.1500,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MText,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_LEGEND,ByLayer,1.0000,ByLayer,ByLayer,,,,65,,,,,,6154,,(0),,,,,,,,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AE.C,{\rtf1\ansi{\fonttbl{\f0\fswiss\fprq2\fcharset0 Arial Narrow;}}
{\colortbl\red0\green0\blue0;}
\pard\plain\f0\cf0\fs48 AE.C\par },679879.0172,2748696.3101,0.0000,False,38.7795,,,,
1,Hatch,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,0,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,,,,,,,,,,28.2743,,,,,,,,,,,,,,,,,,65,False,,False,679879.9497,2748696.8443,ANSI31,0.1000,0.1000,PreDefined,,,,,,,,,,,
1,Hatch,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_TRUNK,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,,,,,,,,,,0.0707,,,,,,,,,,,,,,,,,,65,False,,False,679879.9497,2748696.8443,SOLID,1.0000,1.0000,PreDefined,,,,,,,,,,,
1,Circle,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_TRUNK,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,ByLayer,,,,,,,,,0.0707,679879.9497,2748696.8443,0.0000,0.9425,0.3000,0.1500,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hatch,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_TRUNK,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,,,,,,,,,,0.0707,,,,,,,,,,,,,,,,,,65,False,,False,679884.4653,2748693.2540,SOLID,1.0000,1.0000,PreDefined,,,,,,,,,,,
1,Circle,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_TRUNK,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,ByLayer,,,,,,,,,0.0707,679884.4653,2748693.2540,0.0000,0.9425,0.3000,0.1500,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Circle,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_CANOPY,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,ByLayer,,,,,,,,,28.2743,679884.4653,2748693.2540,0.0000,18.8496,6.0000,3.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Attribute Definition,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_ID,ByLayer,1.0000,ByLayer,ByLayer,679869.9579,2748671.7900,0.0000,65,,,,,,6154,,(0),,,,False,0.8000,False,True,ByLayer,90,False,id,Standard,ID,0,False,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Acacia etbaica,,Meters,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,AE69,,SL_TREE_ACACIA_ETBAICA,ByLayer,1.0000,ByLayer,ByLayer,679884.4653,2748693.2540,0.0000,65,1.0000,1.0000,1.0000,,,6154,1.0000,(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hatch,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,0,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,,,,,,,,,,28.2743,,,,,,,,,,,,,,,,,,65,False,,False,679884.4653,2748693.2540,ANSI31,0.1000,0.1000,PreDefined,,,,,,,,,,,
1,Acacia etbaica,,Meters,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,AE85,,SL_TREE_ACACIA_ETBAICA,ByLayer,1.0000,ByLayer,ByLayer,679827.7231,2748654.8941,0.0000,65,1.0000,1.0000,1.0000,,,6154,1.0000,(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hatch,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,0,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,,,,,,,,,,28.2743,,,,,,,,,,,,,,,,,,65,False,,False,679827.7231,2748654.8941,ANSI31,0.1000,0.1000,PreDefined,,,,,,,,,,,
1,Hatch,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_TRUNK,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,,,,,,,,,,0.0707,,,,,,,,,,,,,,,,,,65,False,,False,679827.7231,2748654.8941,SOLID,1.0000,1.0000,PreDefined,,,,,,,,,,,
1,Circle,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_TRUNK,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,ByLayer,,,,,,,,,0.0707,679884.4653,2748693.2540,0.0000,0.9425,0.3000,0.1500,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MText,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_LEGEND,ByLayer,1.0000,ByLayer,ByLayer,,,,65,,,,,,6154,,(0),,,,,,,,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AE.C,{\rtf1\ansi{\fonttbl{\f0\fswiss\fprq2\fcharset0 Arial Narrow;}}
{\colortbl\red0\green0\blue0;}
\pard\plain\f0\cf0\fs48 AE.C\par },679883.5328,2748692.7198,0.0000,False,38.7795,,,,
1,Attribute Definition,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_ID,ByLayer,1.0000,ByLayer,ByLayer,679883.6587,2748693.5898,0.0000,65,,,,,,6154,,(0),,,,False,0.8000,False,True,ByLayer,90,False,id,Standard,ID,0,False,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Attribute Definition,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_ID,ByLayer,1.0000,ByLayer,ByLayer,679879.1431,2748697.1801,0.0000,65,,,,,,6154,,(0),,,,False,0.8000,False,True,ByLayer,90,False,id,Standard,ID,0,False,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Attribute Definition,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_ID,ByLayer,1.0000,ByLayer,ByLayer,679939.9442,2748705.2395,0.0000,65,,,,,,6154,,(0),,,,False,0.8000,False,True,ByLayer,90,False,id,Standard,ID,0,False,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Acacia etbaica,,Meters,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,AE119,,SL_TREE_ACACIA_ETBAICA,ByLayer,1.0000,ByLayer,ByLayer,679926.2929,2748689.1359,0.0000,65,1.0000,1.0000,1.0000,,,6154,1.0000,(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hatch,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,0,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,,,,,,,,,,28.2743,,,,,,,,,,,,,,,,,,65,False,,False,679926.2929,2748689.1359,ANSI31,0.1000,0.1000,PreDefined,,,,,,,,,,,
1,Circle,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_CANOPY,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,ByLayer,,,,,,,,,28.2743,679940.7508,2748704.9037,0.0000,18.8496,6.0000,3.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Circle,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_TRUNK,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,ByLayer,,,,,,,,,0.0707,679940.7508,2748704.9037,0.0000,0.9425,0.3000,0.1500,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MText,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_LEGEND,ByLayer,1.0000,ByLayer,ByLayer,,,,65,,,,,,6154,,(0),,,,,,,,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AE.C,{\rtf1\ansi{\fonttbl{\f0\fswiss\fprq2\fcharset0 Arial Narrow;}}
{\colortbl\red0\green0\blue0;}
\pard\plain\f0\cf0\fs48 AE.C\par },679939.8184,2748704.3695,0.0000,False,38.7795,,,,
1,Circle,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_TRUNK,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,ByLayer,,,,,,,,,0.0707,679926.2929,2748689.1359,0.0000,0.9425,0.3000,0.1500,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MText,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_LEGEND,ByLayer,1.0000,ByLayer,ByLayer,,,,65,,,,,,6154,,(0),,,,,,,,ByLayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AE.C,{\rtf1\ansi{\fonttbl{\f0\fswiss\fprq2\fcharset0 Arial Narrow;}}
{\colortbl\red0\green0\blue0;}
\pard\plain\f0\cf0\fs48 AE.C\par },679925.3604,2748688.6017,0.0000,False,38.7795,,,,
1,Attribute Definition,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_ID,ByLayer,1.0000,ByLayer,ByLayer,679925.4863,2748689.4718,0.0000,65,,,,,,6154,,(0),,,,False,0.8000,False,True,ByLayer,90,False,id,Standard,ID,0,False,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hatch,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_TRUNK,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,,,,,,,,,,0.0707,,,,,,,,,,,,,,,,,,65,False,,False,679926.2929,2748689.1359,SOLID,1.0000,1.0000,PreDefined,,,,,,,,,,,
1,Circle,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_TRUNK,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,ByLayer,,,,,,,,,0.0707,679926.2929,2748689.1359,0.0000,0.9425,0.3000,0.1500,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Circle,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_CANOPY,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,ByLayer,,,,,,,,,28.2743,679926.2929,2748689.1359,0.0000,18.8496,6.0000,3.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Circle,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_TRUNK,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,ByLayer,,,,,,,,,0.0707,679925.4680,2748693.3906,0.0000,0.9425,0.3000,0.1500,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Circle,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_CANOPY,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,ByLayer,,,,,,,,,28.2743,679925.4680,2748693.3906,0.0000,18.8496,6.0000,3.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Circle,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_TRUNK,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,ByLayer,,,,,,,,,0.0707,679925.4680,2748693.3906,0.0000,0.9425,0.3000,0.1500,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Acacia etbaica,,Meters,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,AE120,,SL_TREE_ACACIA_ETBAICA,ByLayer,1.0000,ByLayer,ByLayer,679925.4680,2748693.3906,0.0000,65,1.0000,1.0000,1.0000,,,6154,1.0000,(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Hatch,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,0,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,,,,,,,,,,28.2743,,,,,,,,,,,,,,,,,,65,False,,False,679925.4680,2748693.3906,ANSI31,0.1000,0.1000,PreDefined,,,,,,,,,,,
1,Hatch,,,ByLayer,,,(0),(0),8/30/2026 11:17:18 AM,9/13/2023 10:25:18 AM,saleh.b,C:\Users\saleh.b\Desktop\GR\Muanisiyah (v4)\02_MONASYA\02_DRAWINGS\edit\04_SOFTSCAPE\04.01_LAYOUT\JVEA-GRP-MON-SFT-4001-4016 - Standard\XREF_MON,9/13/2023 10:25:18 AM,XREF_MON_SFT_TREES.dwg,1154125,,,,,SL_TREE_TRUNK,ByLayer,1.0000,ByLayer,ByLayer,,,,,,,,,,6154,,(0),,,,,,,,,,,,,,,,,0.0707,,,,,,,,,,,,,,,,,,65,False,,False,679925.4680,2748693.3906,SOLID,1.0000,1.0000,PreDefined,,,,,,,,,,,
